count,start_year,start_month,start_day,start_hour,end_year,end_month,end_day,end_hour
573, 1997, 10,30,00, 1997, 11,05,00
574, 1997, 11,04,00, 1997, 11,10,00
575, 1997, 11,09,00, 1997, 11,15,00
576, 1997, 11,14,00, 1997, 11,20,00
577, 1997, 11,19,00, 1997, 11,25,00
578, 1997, 11,24,00, 1997, 11,30,00
579, 1997, 11,29,00, 1997, 12,05,00
580, 1997, 12,04,00, 1997, 12,10,00
581, 1997, 12,09,00, 1997, 12,15,00
582, 1997, 12,14,00, 1997, 12,20,00
583, 1997, 12,19,00, 1997, 12,25,00
584, 1997, 12,24,00, 1997, 12,30,00
585, 1997, 12,29,00, 1998, 01,04,00
586, 1998, 01,03,00, 1998, 01,09,00
587, 1998, 01,08,00, 1998, 01,14,00
588, 1998, 01,13,00, 1998, 01,19,00
589, 1998, 01,18,00, 1998, 01,24,00
590, 1998, 01,23,00, 1998, 01,29,00
591, 1998, 01,28,00, 1998, 02,03,00
592, 1998, 02,02,00, 1998, 02,08,00
593, 1998, 02,07,00, 1998, 02,13,00
594, 1998, 02,12,00, 1998, 02,18,00
595, 1998, 02,17,00, 1998, 02,23,00
596, 1998, 02,22,00, 1998, 02,28,00
597, 1998, 02,27,00, 1998, 03,05,00
598, 1998, 03,04,00, 1998, 03,10,00
599, 1998, 03,09,00, 1998, 03,15,00
600, 1998, 03,14,00, 1998, 03,20,00
601, 1998, 03,19,00, 1998, 03,25,00
602, 1998, 03,24,00, 1998, 03,30,00
603, 1998, 03,29,00, 1998, 04,04,00
604, 1998, 04,03,00, 1998, 04,09,00
605, 1998, 04,08,00, 1998, 04,14,00
606, 1998, 04,13,00, 1998, 04,19,00
607, 1998, 04,18,00, 1998, 04,24,00
608, 1998, 04,23,00, 1998, 04,29,00
609, 1998, 04,28,00, 1998, 05,04,00
610, 1998, 05,03,00, 1998, 05,09,00
611, 1998, 05,08,00, 1998, 05,14,00
612, 1998, 05,13,00, 1998, 05,19,00
613, 1998, 05,18,00, 1998, 05,24,00
614, 1998, 05,23,00, 1998, 05,29,00
615, 1998, 05,28,00, 1998, 06,03,00
616, 1998, 06,02,00, 1998, 06,08,00
617, 1998, 06,07,00, 1998, 06,13,00
618, 1998, 06,12,00, 1998, 06,18,00
619, 1998, 06,17,00, 1998, 06,23,00
620, 1998, 06,22,00, 1998, 06,28,00
621, 1998, 06,27,00, 1998, 07,03,00
622, 1998, 07,02,00, 1998, 07,08,00
623, 1998, 07,07,00, 1998, 07,13,00
624, 1998, 07,12,00, 1998, 07,18,00
625, 1998, 07,17,00, 1998, 07,23,00
626, 1998, 07,22,00, 1998, 07,28,00
627, 1998, 07,27,00, 1998, 08,02,00
628, 1998, 08,01,00, 1998, 08,07,00
629, 1998, 08,06,00, 1998, 08,12,00
630, 1998, 08,11,00, 1998, 08,17,00
631, 1998, 08,16,00, 1998, 08,22,00
632, 1998, 08,21,00, 1998, 08,27,00
633, 1998, 08,26,00, 1998, 09,01,00
634, 1998, 08,31,00, 1998, 09,06,00
635, 1998, 09,05,00, 1998, 09,11,00
636, 1998, 09,10,00, 1998, 09,16,00
637, 1998, 09,15,00, 1998, 09,21,00
638, 1998, 09,20,00, 1998, 09,26,00
639, 1998, 09,25,00, 1998, 10,01,00
640, 1998, 09,30,00, 1998, 10,06,00
641, 1998, 10,05,00, 1998, 10,11,00
642, 1998, 10,10,00, 1998, 10,16,00
643, 1998, 10,15,00, 1998, 10,21,00
644, 1998, 10,20,00, 1998, 10,26,00
645, 1998, 10,25,00, 1998, 10,31,00
646, 1998, 10,30,00, 1998, 11,05,00
647, 1998, 11,04,00, 1998, 11,10,00
648, 1998, 11,09,00, 1998, 11,15,00
649, 1998, 11,14,00, 1998, 11,20,00
650, 1998, 11,19,00, 1998, 11,25,00
651, 1998, 11,24,00, 1998, 11,30,00
652, 1998, 11,29,00, 1998, 12,05,00
653, 1998, 12,04,00, 1998, 12,10,00
654, 1998, 12,09,00, 1998, 12,15,00
655, 1998, 12,14,00, 1998, 12,20,00
656, 1998, 12,19,00, 1998, 12,25,00
657, 1998, 12,24,00, 1998, 12,30,00
658, 1998, 12,29,00, 1999, 01,04,00
659, 1999, 01,03,00, 1999, 01,09,00
660, 1999, 01,08,00, 1999, 01,14,00
661, 1999, 01,13,00, 1999, 01,19,00
662, 1999, 01,18,00, 1999, 01,24,00
663, 1999, 01,23,00, 1999, 01,29,00
664, 1999, 01,28,00, 1999, 02,03,00
665, 1999, 02,02,00, 1999, 02,08,00
666, 1999, 02,07,00, 1999, 02,13,00
667, 1999, 02,12,00, 1999, 02,18,00
668, 1999, 02,17,00, 1999, 02,23,00
669, 1999, 02,22,00, 1999, 02,28,00
670, 1999, 02,27,00, 1999, 03,05,00
671, 1999, 03,04,00, 1999, 03,10,00
672, 1999, 03,09,00, 1999, 03,15,00
673, 1999, 03,14,00, 1999, 03,20,00
674, 1999, 03,19,00, 1999, 03,25,00
675, 1999, 03,24,00, 1999, 03,30,00
676, 1999, 03,29,00, 1999, 04,04,00
677, 1999, 04,03,00, 1999, 04,09,00
678, 1999, 04,08,00, 1999, 04,14,00
679, 1999, 04,13,00, 1999, 04,19,00
680, 1999, 04,18,00, 1999, 04,24,00
681, 1999, 04,23,00, 1999, 04,29,00
682, 1999, 04,28,00, 1999, 05,04,00
683, 1999, 05,03,00, 1999, 05,09,00
684, 1999, 05,08,00, 1999, 05,14,00
685, 1999, 05,13,00, 1999, 05,19,00
686, 1999, 05,18,00, 1999, 05,24,00
687, 1999, 05,23,00, 1999, 05,29,00
688, 1999, 05,28,00, 1999, 06,03,00
689, 1999, 06,02,00, 1999, 06,08,00
690, 1999, 06,07,00, 1999, 06,13,00
691, 1999, 06,12,00, 1999, 06,18,00
692, 1999, 06,17,00, 1999, 06,23,00
693, 1999, 06,22,00, 1999, 06,28,00
694, 1999, 06,27,00, 1999, 07,03,00
695, 1999, 07,02,00, 1999, 07,08,00
696, 1999, 07,07,00, 1999, 07,13,00
697, 1999, 07,12,00, 1999, 07,18,00
698, 1999, 07,17,00, 1999, 07,23,00
699, 1999, 07,22,00, 1999, 07,28,00
700, 1999, 07,27,00, 1999, 08,02,00
701, 1999, 08,01,00, 1999, 08,07,00
702, 1999, 08,06,00, 1999, 08,12,00
703, 1999, 08,11,00, 1999, 08,17,00
704, 1999, 08,16,00, 1999, 08,22,00
705, 1999, 08,21,00, 1999, 08,27,00
706, 1999, 08,26,00, 1999, 09,01,00
707, 1999, 08,31,00, 1999, 09,06,00
708, 1999, 09,05,00, 1999, 09,11,00
709, 1999, 09,10,00, 1999, 09,16,00
710, 1999, 09,15,00, 1999, 09,21,00
711, 1999, 09,20,00, 1999, 09,26,00
712, 1999, 09,25,00, 1999, 10,01,00
713, 1999, 09,30,00, 1999, 10,06,00
714, 1999, 10,05,00, 1999, 10,11,00
715, 1999, 10,10,00, 1999, 10,16,00
716, 1999, 10,15,00, 1999, 10,21,00
717, 1999, 10,20,00, 1999, 10,26,00
718, 1999, 10,25,00, 1999, 10,31,00
719, 1999, 10,30,00, 1999, 11,05,00
720, 1999, 11,04,00, 1999, 11,10,00
721, 1999, 11,09,00, 1999, 11,15,00
722, 1999, 11,14,00, 1999, 11,20,00
723, 1999, 11,19,00, 1999, 11,25,00
724, 1999, 11,24,00, 1999, 11,30,00
725, 1999, 11,29,00, 1999, 12,05,00
726, 1999, 12,04,00, 1999, 12,10,00
727, 1999, 12,09,00, 1999, 12,15,00
728, 1999, 12,14,00, 1999, 12,20,00
729, 1999, 12,19,00, 1999, 12,25,00
730, 1999, 12,24,00, 1999, 12,30,00
731, 1999, 12,29,00, 2000, 01,04,00
732, 2000, 01,03,00, 2000, 01,09,00
733, 2000, 01,08,00, 2000, 01,14,00
734, 2000, 01,13,00, 2000, 01,19,00
735, 2000, 01,18,00, 2000, 01,24,00
736, 2000, 01,23,00, 2000, 01,29,00
737, 2000, 01,28,00, 2000, 02,03,00
738, 2000, 02,02,00, 2000, 02,08,00
739, 2000, 02,07,00, 2000, 02,13,00
740, 2000, 02,12,00, 2000, 02,18,00
741, 2000, 02,17,00, 2000, 02,23,00
742, 2000, 02,22,00, 2000, 02,28,00
743, 2000, 02,27,00, 2000, 03,04,00
744, 2000, 03,03,00, 2000, 03,09,00
745, 2000, 03,08,00, 2000, 03,14,00
746, 2000, 03,13,00, 2000, 03,19,00
747, 2000, 03,18,00, 2000, 03,24,00
748, 2000, 03,23,00, 2000, 03,29,00
749, 2000, 03,28,00, 2000, 04,03,00
750, 2000, 04,02,00, 2000, 04,08,00
751, 2000, 04,07,00, 2000, 04,13,00
752, 2000, 04,12,00, 2000, 04,18,00
753, 2000, 04,17,00, 2000, 04,23,00
754, 2000, 04,22,00, 2000, 04,28,00
755, 2000, 04,27,00, 2000, 05,03,00
756, 2000, 05,02,00, 2000, 05,08,00
757, 2000, 05,07,00, 2000, 05,13,00
758, 2000, 05,12,00, 2000, 05,18,00
759, 2000, 05,17,00, 2000, 05,23,00
760, 2000, 05,22,00, 2000, 05,28,00
761, 2000, 05,27,00, 2000, 06,02,00
762, 2000, 06,01,00, 2000, 06,07,00
763, 2000, 06,06,00, 2000, 06,12,00
764, 2000, 06,11,00, 2000, 06,17,00
765, 2000, 06,16,00, 2000, 06,22,00
766, 2000, 06,21,00, 2000, 06,27,00
767, 2000, 06,26,00, 2000, 07,02,00
768, 2000, 07,01,00, 2000, 07,07,00
769, 2000, 07,06,00, 2000, 07,12,00
770, 2000, 07,11,00, 2000, 07,17,00
771, 2000, 07,16,00, 2000, 07,22,00
772, 2000, 07,21,00, 2000, 07,27,00
773, 2000, 07,26,00, 2000, 08,01,00
774, 2000, 07,31,00, 2000, 08,06,00
775, 2000, 08,05,00, 2000, 08,11,00
776, 2000, 08,10,00, 2000, 08,16,00
777, 2000, 08,15,00, 2000, 08,21,00
778, 2000, 08,20,00, 2000, 08,26,00
779, 2000, 08,25,00, 2000, 08,31,00
780, 2000, 08,30,00, 2000, 09,05,00
781, 2000, 09,04,00, 2000, 09,10,00
782, 2000, 09,09,00, 2000, 09,15,00
783, 2000, 09,14,00, 2000, 09,20,00
784, 2000, 09,19,00, 2000, 09,25,00
785, 2000, 09,24,00, 2000, 09,30,00
786, 2000, 09,29,00, 2000, 10,05,00
787, 2000, 10,04,00, 2000, 10,10,00
788, 2000, 10,09,00, 2000, 10,15,00
789, 2000, 10,14,00, 2000, 10,20,00
790, 2000, 10,19,00, 2000, 10,25,00
791, 2000, 10,24,00, 2000, 10,30,00
792, 2000, 10,29,00, 2000, 11,04,00
793, 2000, 11,03,00, 2000, 11,09,00
794, 2000, 11,08,00, 2000, 11,14,00
795, 2000, 11,13,00, 2000, 11,19,00
796, 2000, 11,18,00, 2000, 11,24,00
797, 2000, 11,23,00, 2000, 11,29,00
798, 2000, 11,28,00, 2000, 12,04,00
799, 2000, 12,03,00, 2000, 12,09,00
800, 2000, 12,08,00, 2000, 12,14,00
801, 2000, 12,13,00, 2000, 12,19,00
802, 2000, 12,18,00, 2000, 12,24,00
803, 2000, 12,23,00, 2000, 12,29,00
804, 2000, 12,28,00, 2001, 01,03,00
805, 2001, 01,02,00, 2001, 01,08,00
806, 2001, 01,07,00, 2001, 01,13,00
807, 2001, 01,12,00, 2001, 01,18,00
808, 2001, 01,17,00, 2001, 01,23,00
809, 2001, 01,22,00, 2001, 01,28,00
810, 2001, 01,27,00, 2001, 02,02,00
811, 2001, 02,01,00, 2001, 02,07,00
812, 2001, 02,06,00, 2001, 02,12,00
813, 2001, 02,11,00, 2001, 02,17,00
814, 2001, 02,16,00, 2001, 02,22,00
815, 2001, 02,21,00, 2001, 02,27,00
816, 2001, 02,26,00, 2001, 03,04,00
817, 2001, 03,03,00, 2001, 03,09,00
818, 2001, 03,08,00, 2001, 03,14,00
819, 2001, 03,13,00, 2001, 03,19,00
820, 2001, 03,18,00, 2001, 03,24,00
821, 2001, 03,23,00, 2001, 03,29,00
822, 2001, 03,28,00, 2001, 04,03,00
823, 2001, 04,02,00, 2001, 04,08,00
824, 2001, 04,07,00, 2001, 04,13,00
825, 2001, 04,12,00, 2001, 04,18,00
826, 2001, 04,17,00, 2001, 04,23,00
827, 2001, 04,22,00, 2001, 04,28,00
828, 2001, 04,27,00, 2001, 05,03,00
829, 2001, 05,02,00, 2001, 05,08,00
830, 2001, 05,07,00, 2001, 05,13,00
831, 2001, 05,12,00, 2001, 05,18,00
832, 2001, 05,17,00, 2001, 05,23,00
833, 2001, 05,22,00, 2001, 05,28,00
834, 2001, 05,27,00, 2001, 06,02,00
835, 2001, 06,01,00, 2001, 06,07,00
836, 2001, 06,06,00, 2001, 06,12,00
837, 2001, 06,11,00, 2001, 06,17,00
838, 2001, 06,16,00, 2001, 06,22,00
839, 2001, 06,21,00, 2001, 06,27,00
840, 2001, 06,26,00, 2001, 07,02,00
841, 2001, 07,01,00, 2001, 07,07,00
842, 2001, 07,06,00, 2001, 07,12,00
843, 2001, 07,11,00, 2001, 07,17,00
844, 2001, 07,16,00, 2001, 07,22,00
845, 2001, 07,21,00, 2001, 07,27,00
846, 2001, 07,26,00, 2001, 08,01,00
847, 2001, 07,31,00, 2001, 08,06,00
848, 2001, 08,05,00, 2001, 08,11,00
849, 2001, 08,10,00, 2001, 08,16,00
850, 2001, 08,15,00, 2001, 08,21,00
851, 2001, 08,20,00, 2001, 08,26,00
852, 2001, 08,25,00, 2001, 08,31,00
853, 2001, 08,30,00, 2001, 09,05,00
854, 2001, 09,04,00, 2001, 09,10,00
855, 2001, 09,09,00, 2001, 09,15,00
856, 2001, 09,14,00, 2001, 09,20,00
857, 2001, 09,19,00, 2001, 09,25,00
858, 2001, 09,24,00, 2001, 09,30,00
859, 2001, 09,29,00, 2001, 10,05,00
860, 2001, 10,04,00, 2001, 10,10,00
861, 2001, 10,09,00, 2001, 10,15,00
862, 2001, 10,14,00, 2001, 10,20,00
863, 2001, 10,19,00, 2001, 10,25,00
864, 2001, 10,24,00, 2001, 10,30,00
865, 2001, 10,29,00, 2001, 11,04,00
866, 2001, 11,03,00, 2001, 11,09,00
867, 2001, 11,08,00, 2001, 11,14,00
868, 2001, 11,13,00, 2001, 11,19,00
869, 2001, 11,18,00, 2001, 11,24,00
870, 2001, 11,23,00, 2001, 11,29,00
871, 2001, 11,28,00, 2001, 12,04,00
872, 2001, 12,03,00, 2001, 12,09,00
873, 2001, 12,08,00, 2001, 12,14,00
874, 2001, 12,13,00, 2001, 12,19,00
875, 2001, 12,18,00, 2001, 12,24,00
876, 2001, 12,23,00, 2001, 12,29,00
877, 2001, 12,28,00, 2002, 01,03,00
878, 2002, 01,02,00, 2002, 01,08,00
879, 2002, 01,07,00, 2002, 01,13,00
880, 2002, 01,12,00, 2002, 01,18,00
881, 2002, 01,17,00, 2002, 01,23,00
882, 2002, 01,22,00, 2002, 01,28,00
883, 2002, 01,27,00, 2002, 02,02,00
884, 2002, 02,01,00, 2002, 02,07,00
885, 2002, 02,06,00, 2002, 02,12,00
886, 2002, 02,11,00, 2002, 02,17,00
887, 2002, 02,16,00, 2002, 02,22,00
888, 2002, 02,21,00, 2002, 02,27,00
889, 2002, 02,26,00, 2002, 03,04,00
890, 2002, 03,03,00, 2002, 03,09,00
891, 2002, 03,08,00, 2002, 03,14,00
892, 2002, 03,13,00, 2002, 03,19,00
893, 2002, 03,18,00, 2002, 03,24,00
894, 2002, 03,23,00, 2002, 03,29,00
895, 2002, 03,28,00, 2002, 04,03,00
896, 2002, 04,02,00, 2002, 04,08,00
897, 2002, 04,07,00, 2002, 04,13,00
898, 2002, 04,12,00, 2002, 04,18,00
899, 2002, 04,17,00, 2002, 04,23,00
900, 2002, 04,22,00, 2002, 04,28,00
901, 2002, 04,27,00, 2002, 05,03,00
902, 2002, 05,02,00, 2002, 05,08,00
903, 2002, 05,07,00, 2002, 05,13,00
904, 2002, 05,12,00, 2002, 05,18,00
905, 2002, 05,17,00, 2002, 05,23,00
906, 2002, 05,22,00, 2002, 05,28,00
907, 2002, 05,27,00, 2002, 06,02,00
908, 2002, 06,01,00, 2002, 06,07,00
909, 2002, 06,06,00, 2002, 06,12,00
910, 2002, 06,11,00, 2002, 06,17,00
911, 2002, 06,16,00, 2002, 06,22,00
912, 2002, 06,21,00, 2002, 06,27,00
913, 2002, 06,26,00, 2002, 07,02,00
914, 2002, 07,01,00, 2002, 07,07,00
915, 2002, 07,06,00, 2002, 07,12,00
916, 2002, 07,11,00, 2002, 07,17,00
917, 2002, 07,16,00, 2002, 07,22,00
918, 2002, 07,21,00, 2002, 07,27,00
919, 2002, 07,26,00, 2002, 08,01,00
920, 2002, 07,31,00, 2002, 08,06,00
921, 2002, 08,05,00, 2002, 08,11,00
922, 2002, 08,10,00, 2002, 08,16,00
923, 2002, 08,15,00, 2002, 08,21,00
924, 2002, 08,20,00, 2002, 08,26,00
925, 2002, 08,25,00, 2002, 08,31,00
926, 2002, 08,30,00, 2002, 09,05,00
927, 2002, 09,04,00, 2002, 09,10,00
928, 2002, 09,09,00, 2002, 09,15,00
929, 2002, 09,14,00, 2002, 09,20,00
930, 2002, 09,19,00, 2002, 09,25,00
931, 2002, 09,24,00, 2002, 09,30,00
932, 2002, 09,29,00, 2002, 10,05,00
933, 2002, 10,04,00, 2002, 10,10,00
934, 2002, 10,09,00, 2002, 10,15,00
935, 2002, 10,14,00, 2002, 10,20,00
936, 2002, 10,19,00, 2002, 10,25,00
937, 2002, 10,24,00, 2002, 10,30,00
938, 2002, 10,29,00, 2002, 11,04,00
939, 2002, 11,03,00, 2002, 11,09,00
940, 2002, 11,08,00, 2002, 11,14,00
941, 2002, 11,13,00, 2002, 11,19,00
942, 2002, 11,18,00, 2002, 11,24,00
943, 2002, 11,23,00, 2002, 11,29,00
944, 2002, 11,28,00, 2002, 12,04,00
945, 2002, 12,03,00, 2002, 12,09,00
946, 2002, 12,08,00, 2002, 12,14,00
947, 2002, 12,13,00, 2002, 12,19,00
948, 2002, 12,18,00, 2002, 12,24,00
949, 2002, 12,23,00, 2002, 12,29,00
950, 2002, 12,28,00, 2003, 01,03,00
951, 2003, 01,02,00, 2003, 01,08,00
952, 2003, 01,07,00, 2003, 01,13,00
953, 2003, 01,12,00, 2003, 01,18,00
954, 2003, 01,17,00, 2003, 01,23,00
955, 2003, 01,22,00, 2003, 01,28,00
956, 2003, 01,27,00, 2003, 02,02,00
957, 2003, 02,01,00, 2003, 02,07,00
958, 2003, 02,06,00, 2003, 02,12,00
959, 2003, 02,11,00, 2003, 02,17,00
960, 2003, 02,16,00, 2003, 02,22,00
961, 2003, 02,21,00, 2003, 02,27,00
962, 2003, 02,26,00, 2003, 03,04,00
963, 2003, 03,03,00, 2003, 03,09,00
964, 2003, 03,08,00, 2003, 03,14,00
965, 2003, 03,13,00, 2003, 03,19,00
966, 2003, 03,18,00, 2003, 03,24,00
967, 2003, 03,23,00, 2003, 03,29,00
968, 2003, 03,28,00, 2003, 04,03,00
969, 2003, 04,02,00, 2003, 04,08,00
970, 2003, 04,07,00, 2003, 04,13,00
971, 2003, 04,12,00, 2003, 04,18,00
972, 2003, 04,17,00, 2003, 04,23,00
973, 2003, 04,22,00, 2003, 04,28,00
974, 2003, 04,27,00, 2003, 05,03,00
975, 2003, 05,02,00, 2003, 05,08,00
976, 2003, 05,07,00, 2003, 05,13,00
977, 2003, 05,12,00, 2003, 05,18,00
978, 2003, 05,17,00, 2003, 05,23,00
979, 2003, 05,22,00, 2003, 05,28,00
980, 2003, 05,27,00, 2003, 06,02,00
981, 2003, 06,01,00, 2003, 06,07,00
982, 2003, 06,06,00, 2003, 06,12,00
983, 2003, 06,11,00, 2003, 06,17,00
984, 2003, 06,16,00, 2003, 06,22,00
985, 2003, 06,21,00, 2003, 06,27,00
986, 2003, 06,26,00, 2003, 07,02,00
987, 2003, 07,01,00, 2003, 07,07,00
988, 2003, 07,06,00, 2003, 07,12,00
989, 2003, 07,11,00, 2003, 07,17,00
990, 2003, 07,16,00, 2003, 07,22,00
991, 2003, 07,21,00, 2003, 07,27,00
992, 2003, 07,26,00, 2003, 08,01,00
993, 2003, 07,31,00, 2003, 08,06,00
994, 2003, 08,05,00, 2003, 08,11,00
995, 2003, 08,10,00, 2003, 08,16,00
996, 2003, 08,15,00, 2003, 08,21,00
997, 2003, 08,20,00, 2003, 08,26,00
998, 2003, 08,25,00, 2003, 08,31,00
999, 2003, 08,30,00, 2003, 09,05,00
1000, 2003, 09,04,00, 2003, 09,10,00
1001, 2003, 09,09,00, 2003, 09,15,00
1002, 2003, 09,14,00, 2003, 09,20,00
1003, 2003, 09,19,00, 2003, 09,25,00
1004, 2003, 09,24,00, 2003, 09,30,00
1005, 2003, 09,29,00, 2003, 10,05,00
1006, 2003, 10,04,00, 2003, 10,10,00
1007, 2003, 10,09,00, 2003, 10,15,00
1008, 2003, 10,14,00, 2003, 10,20,00
1009, 2003, 10,19,00, 2003, 10,25,00
1010, 2003, 10,24,00, 2003, 10,30,00
1011, 2003, 10,29,00, 2003, 11,04,00
1012, 2003, 11,03,00, 2003, 11,09,00
1013, 2003, 11,08,00, 2003, 11,14,00
1014, 2003, 11,13,00, 2003, 11,19,00
1015, 2003, 11,18,00, 2003, 11,24,00
1016, 2003, 11,23,00, 2003, 11,29,00
1017, 2003, 11,28,00, 2003, 12,04,00
1018, 2003, 12,03,00, 2003, 12,09,00
1019, 2003, 12,08,00, 2003, 12,14,00
1020, 2003, 12,13,00, 2003, 12,19,00
1021, 2003, 12,18,00, 2003, 12,24,00
1022, 2003, 12,23,00, 2003, 12,29,00
1023, 2003, 12,28,00, 2004, 01,03,00
1024, 2004, 01,02,00, 2004, 01,08,00
1025, 2004, 01,07,00, 2004, 01,13,00
1026, 2004, 01,12,00, 2004, 01,18,00
1027, 2004, 01,17,00, 2004, 01,23,00
1028, 2004, 01,22,00, 2004, 01,28,00
1029, 2004, 01,27,00, 2004, 02,02,00
1030, 2004, 02,01,00, 2004, 02,07,00
1031, 2004, 02,06,00, 2004, 02,12,00
1032, 2004, 02,11,00, 2004, 02,17,00
1033, 2004, 02,16,00, 2004, 02,22,00
1034, 2004, 02,21,00, 2004, 02,27,00
1035, 2004, 02,26,00, 2004, 03,03,00
1036, 2004, 03,02,00, 2004, 03,08,00
1037, 2004, 03,07,00, 2004, 03,13,00
1038, 2004, 03,12,00, 2004, 03,18,00
1039, 2004, 03,17,00, 2004, 03,23,00
1040, 2004, 03,22,00, 2004, 03,28,00
1041, 2004, 03,27,00, 2004, 04,02,00
1042, 2004, 04,01,00, 2004, 04,07,00
1043, 2004, 04,06,00, 2004, 04,12,00
1044, 2004, 04,11,00, 2004, 04,17,00
1045, 2004, 04,16,00, 2004, 04,22,00
1046, 2004, 04,21,00, 2004, 04,27,00
1047, 2004, 04,26,00, 2004, 05,02,00
1048, 2004, 05,01,00, 2004, 05,07,00
1049, 2004, 05,06,00, 2004, 05,12,00
1050, 2004, 05,11,00, 2004, 05,17,00
1051, 2004, 05,16,00, 2004, 05,22,00
1052, 2004, 05,21,00, 2004, 05,27,00
1053, 2004, 05,26,00, 2004, 06,01,00
1054, 2004, 05,31,00, 2004, 06,06,00
1055, 2004, 06,05,00, 2004, 06,11,00
1056, 2004, 06,10,00, 2004, 06,16,00
1057, 2004, 06,15,00, 2004, 06,21,00
1058, 2004, 06,20,00, 2004, 06,26,00
1059, 2004, 06,25,00, 2004, 07,01,00
1060, 2004, 06,30,00, 2004, 07,06,00
1061, 2004, 07,05,00, 2004, 07,11,00
1062, 2004, 07,10,00, 2004, 07,16,00
1063, 2004, 07,15,00, 2004, 07,21,00
1064, 2004, 07,20,00, 2004, 07,26,00
1065, 2004, 07,25,00, 2004, 07,31,00
1066, 2004, 07,30,00, 2004, 08,05,00
1067, 2004, 08,04,00, 2004, 08,10,00
1068, 2004, 08,09,00, 2004, 08,15,00
1069, 2004, 08,14,00, 2004, 08,20,00
1070, 2004, 08,19,00, 2004, 08,25,00
1071, 2004, 08,24,00, 2004, 08,30,00
1072, 2004, 08,29,00, 2004, 09,04,00
1073, 2004, 09,03,00, 2004, 09,09,00
1074, 2004, 09,08,00, 2004, 09,14,00
1075, 2004, 09,13,00, 2004, 09,19,00
1076, 2004, 09,18,00, 2004, 09,24,00
1077, 2004, 09,23,00, 2004, 09,29,00
1078, 2004, 09,28,00, 2004, 10,04,00
1079, 2004, 10,03,00, 2004, 10,09,00
1080, 2004, 10,08,00, 2004, 10,14,00
1081, 2004, 10,13,00, 2004, 10,19,00
1082, 2004, 10,18,00, 2004, 10,24,00
1083, 2004, 10,23,00, 2004, 10,29,00
1084, 2004, 10,28,00, 2004, 11,03,00
1085, 2004, 11,02,00, 2004, 11,08,00
1086, 2004, 11,07,00, 2004, 11,13,00
1087, 2004, 11,12,00, 2004, 11,18,00
1088, 2004, 11,17,00, 2004, 11,23,00
1089, 2004, 11,22,00, 2004, 11,28,00
1090, 2004, 11,27,00, 2004, 12,03,00
1091, 2004, 12,02,00, 2004, 12,08,00
1092, 2004, 12,07,00, 2004, 12,13,00
1093, 2004, 12,12,00, 2004, 12,18,00
1094, 2004, 12,17,00, 2004, 12,23,00
1095, 2004, 12,22,00, 2004, 12,28,00
1096, 2004, 12,27,00, 2005, 01,02,00
1097, 2005, 01,01,00, 2005, 01,07,00
1098, 2005, 01,06,00, 2005, 01,12,00
1099, 2005, 01,11,00, 2005, 01,17,00
1100, 2005, 01,16,00, 2005, 01,22,00
1101, 2005, 01,21,00, 2005, 01,27,00
1102, 2005, 01,26,00, 2005, 02,01,00
1103, 2005, 01,31,00, 2005, 02,06,00
1104, 2005, 02,05,00, 2005, 02,11,00
1105, 2005, 02,10,00, 2005, 02,16,00
1106, 2005, 02,15,00, 2005, 02,21,00
1107, 2005, 02,20,00, 2005, 02,26,00
1108, 2005, 02,25,00, 2005, 03,03,00
1109, 2005, 03,02,00, 2005, 03,08,00
1110, 2005, 03,07,00, 2005, 03,13,00
1111, 2005, 03,12,00, 2005, 03,18,00
1112, 2005, 03,17,00, 2005, 03,23,00
1113, 2005, 03,22,00, 2005, 03,28,00
1114, 2005, 03,27,00, 2005, 04,02,00
1115, 2005, 04,01,00, 2005, 04,07,00
1116, 2005, 04,06,00, 2005, 04,12,00
1117, 2005, 04,11,00, 2005, 04,17,00
1118, 2005, 04,16,00, 2005, 04,22,00
1119, 2005, 04,21,00, 2005, 04,27,00
1120, 2005, 04,26,00, 2005, 05,02,00
1121, 2005, 05,01,00, 2005, 05,07,00
1122, 2005, 05,06,00, 2005, 05,12,00
1123, 2005, 05,11,00, 2005, 05,17,00
1124, 2005, 05,16,00, 2005, 05,22,00
1125, 2005, 05,21,00, 2005, 05,27,00
1126, 2005, 05,26,00, 2005, 06,01,00
1127, 2005, 05,31,00, 2005, 06,06,00
1128, 2005, 06,05,00, 2005, 06,11,00
1129, 2005, 06,10,00, 2005, 06,16,00
1130, 2005, 06,15,00, 2005, 06,21,00
1131, 2005, 06,20,00, 2005, 06,26,00
1132, 2005, 06,25,00, 2005, 07,01,00
1133, 2005, 06,30,00, 2005, 07,06,00
1134, 2005, 07,05,00, 2005, 07,11,00
1135, 2005, 07,10,00, 2005, 07,16,00
1136, 2005, 07,15,00, 2005, 07,21,00
1137, 2005, 07,20,00, 2005, 07,26,00
1138, 2005, 07,25,00, 2005, 07,31,00
1139, 2005, 07,30,00, 2005, 08,05,00
1140, 2005, 08,04,00, 2005, 08,10,00
1141, 2005, 08,09,00, 2005, 08,15,00
1142, 2005, 08,14,00, 2005, 08,20,00
1143, 2005, 08,19,00, 2005, 08,25,00
1144, 2005, 08,24,00, 2005, 08,30,00
1145, 2005, 08,29,00, 2005, 09,04,00
1146, 2005, 09,03,00, 2005, 09,09,00
1147, 2005, 09,08,00, 2005, 09,14,00
